D3DSZ1	O43236
D3DNB3	B1AQ17
P56537	Q9P2H0
C9JL99	Q9HC52
Q53XS4	D3DR16
Q53QS9	Q3LRW3
Q96CG3	D3DR16
O60256	Q8N8Q3
P05155	P00736
P06213	O60674
Q6QNY1	Q6QNY0
Q15842	Q15842
P29074	Q53YD7
D3DV19	O00287
P54259	P61964
P49918	D3DW02
Q6ZW49	Q12888
Q13516	O95096
A8K3E0	Q16236
Q16659	B3KWD0
O75943	A4D2F2
Q6FHT8	Q8N6T3
Q9BW11	Q8TAX8
Q9NRC1	D3DWS0
D3DXB9	Q9UM54
Q9C000	Q07817
P84090	Q7L5N1
Q01844	P43364
P13798	P13798
Q5VWK5	P40763
Q5U0F4	P01137
Q9NWT8	D3DS37
Q5YLC1	P20936
Q2TNI1	Q13393
D3DPM5	P21675
Q9NYN1	Q53XR6
P07550	B0LPF3
Q9Y2Y4	Q05516
P52434	P62487
Q04756	P14210
Q53SE7	Q99816
Q02156	Q96A00
Q9BXW7	B0FWH2
Q15102	Q05516
P43364	Q96LM6
A0N0L5	A0N0L5
O15467	Q9H3N8
P62308	Q9P2H0
Q6NT97	P35790
P24928	Q9P2I0
A8K5N0	P05111
O43541	A8K6K3
Q15596	P43699
Q59F04	B0LPF3
O00623	D3DVE7
Q9NWT8	O14965
P41970	Q53T66
P14780	A8K6N0
Q8NBH6	Q6MZM7
D3DTX4	D3DRY4
Q9UEE5	Q9UEE5
P08246	P19320
Q3LRW3	Q15102
Q9GZR2	Q5T5H7
D3DVH7	Q14134
Q9H553	Q9H553
O60232	Q9NP79
O43929	A4D0P7
Q6FH21	Q92843
Q969H0	P49768
Q9NWB7	Q9NWB7
Q8WYK2	Q13573
D3DT84	P17927
D3DU68	D3DW02
Q547Q3	D3DW84
Q99613	P47813
Q13228	Q9Y2S7
D3DQL6	Q5TCA8
P23511	P14859
A4D275	P59998
Q6NX55	P19388
Q9UBQ5	O75822
Q8TD08	P02686
P57058	Q15276
Q16611	P10415
P24928	Q10570
P54727	P55036
Q9NY12	Q16637
Q4ACX1	A8K107
O60674	Q6NSJ8
Q8IUC6	Q92985
O75818	D3DRT8
Q59F04	Q59F04
D3DN31	O75915
O43827	O43827
P19838	Q04864
Q96EC8	Q9BWQ6
Q9Y5Y6	Q9H5V8
A8K6I5	Q9NRG1
D3DQ97	D3DQ97
A4D1G0	Q96FF1
Q9H868	Q6FI05
P18827	P08311
D3DNW6	P02652
Q59F04	Q4JHT5
P55884	Q14152
Q3KN84	Q9UBX3
P55211	Q92851
Q6ULP2	A8K6M0
Q00403	P10827
D3DRU5	Q8NCQ8
Q6I9V6	A8K107
P23511	Q92624
O60828	Q5T3J3
Q4W5M7	Q15788
A8K107	D3DR72
Q5T1R4	Q658U1
B5B2S1	Q6FG41
Q15654	Q12906
Q9NZD8	D3DUS5
O60494	P27352
Q5SQS3	O00187
B3KPV5	Q3ZTT3
Q9Y263	P04054
Q53YK7	P51693
P38432	Q96HA8
Q9HA84	D3DTH6
D3DRF0	Q8N357
Q7Z465	Q7Z465
P43364	D3DTS0
O60674	P19235
Q86WV8	Q8TCR7
P25942	Q2TNI1
O00267	Q13526
O95218	P08621
Q9Y5V3	P08138
Q9H422	P25445
Q16288	A8K3M3
Q15075	P51148
P04062	P07602
Q92572	Q6PK82
P18074	P18074
Q9UGJ1	Q8N6Y0
P27540	Q9UBP5
P54259	Q99750
Q13261	P14784
A7E2E1	Q13422
Q8TF68	Q86X94
P55210	P08311
P05129	P41180
P49848	B3KMD8
B1AHC8	Q96RP7
P61764	Q02410
P25788	Q6FI05
O75909	Q7Z6G3
Q5BKU3	O75925
A2RU94	Q05516
P53602	P38646
Q6IQ28	B0LPF3
A8K0V9	D3DR16
Q86VM2	Q4LE28
Q13873	D3DRX1
Q6IN79	P35251
P16284	P26232
O00590	Q5VZ77
O60232	Q9BVV2
Q9NWA0	Q05DL5
P25098	Q6FG96
Q92994	P06400
A8K287	P23763
Q15910	D3DW84
Q5JSL4	P24394
Q5JSS6	Q4G1A2
D3DUR1	Q93038
D3DX34	D3DX34
B4DUA7	O60244
A8K8F5	Q96EY7
Q9P2B2	P08962
Q9BUJ2	Q05C41
Q8TEL6	O14920
A8K107	Q2TNI1
P12314	P08637
P35475	D3DX47
P49790	Q92973
O75925	B1AK66
A8K9A6	P61201
Q6FGG1	O15116
D3DVV8	P08575
P40926	B1ANK7
Q546Z2	Q546Z2
Q9BRL8	P78537
Q96PK6	Q15633
B2R7W3	Q5T5H7
O43353	P25942
P06213	P35568
Q8TAR1	Q9NUA2
Q9Y371	Q6ZSZ9
B3KTJ4	Q93062
Q9Y4P8	Q59GV6
D3DW02	P18858
D3DT31	P25205
Q14181	Q8IW50
Q8IXL1	Q53T66
Q92851	P06400
D3DV04	Q96LC9
Q99704	Q9BTB0
Q86SQ0	Q59H94
Q9Y5Z4	P42704
D3DWA3	A8K6V3
Q6ICS9	Q9Y3C7
P25445	P25445
O43464	Q96CA5
Q9H0E9	Q86V29
Q9BW71	P54198
D3DTN3	D3DTD3
Q4JHT5	P14784
D3DW02	Q5TZP7
Q6IBN1	Q8NE01
A3F769	D3DR83
Q8IZH2	P48643
Q5SZC1	Q5SZC1
P35240	Q8N4Y1
Q9BV20	B3KNI7
Q01844	B2R4W8
D3DVI4	Q9P2H0
Q96HR3	Q15528
Q7L590	Q99741
P09884	Q3LRW3
O75469	P28069
Q6MZZ3	P52732
B3KS12	P20827
Q15465	Q96QV1
Q99750	Q6ZU52
O60832	O00303
Q6P1Q9	P49768
Q1HB44	P16435
A8K107	Q5JU96
O60285	D3DTH5
O00231	Q5RL73
P11274	P19447
P14784	Q6FI39
Q9H840	P62316
Q00987	P04150
P01579	A8K881
Q05D74	D3DNL8
Q15628	Q658U1
Q6P4R1	P02652
Q9BSL1	Q5TBB8
Q8TAR1	O60934
O60763	P61764
O75925	Q8IYN9
O43768	Q09428
D3DQ34	P33993
Q6I9V6	P14635
Q30201	P61769
O14908	O14908
Q9Y5Y6	Q59GZ8
P15927	Q5RL73
Q9H4Z3	P24928
Q52M88	Q53X86
O14798	Q9UKY1
Q4LE28	Q96JB5
Q53TV9	Q53TV9
Q8N0X7	O95405
P12524	Q8TAX8
Q12866	B0LPF3
Q6IBV1	P10415
Q5TCA8	Q6FI05
Q5JSL4	P35225
P55212	P15924
O43353	A8K107
Q8IZZ5	P04264
Q00403	Q13422
Q9C000	Q9NPP4
Q9P1E4	Q9Y383
O14931	Q6FHM9
P02748	Q6FHM9
Q15139	Q96A00
Q15345	B7WPD3
D0PNI2	D0PNI2
Q9NXU5	Q4V328
P42345	P42345
Q6FG41	Q6FG41
Q8WUH2	Q53XR6
Q99418	P49407
Q96QU8	Q6URC4
Q13200	Q5T3J3
Q13158	D3DUI0
O95551	P28908
Q7Z7G0	Q9P2A4
P21675	Q6FI00
Q99638	P10415
P50479	Q93062
D3DW19	B7Z3E6
D3DQX0	Q59F04
Q9Y6Q9	Q9BSD8
Q9Y6Q9	Q5T5H7
Q59EH3	P43403
P11473	Q8NCQ8
D3DRP8	Q6MZW8
Q15633	Q15633
Q3LRW3	Q9BWC9
D3DVV8	P42768
P55210	Q08378
O43929	Q6FI00
D3DR16	P21580
Q6FI39	P35568
O43809	Q9P2H0
O43768	Q6IBL8
O60383	O75569
P08246	P12259
B0LPF3	Q5TLG3
P21246	Q7L4N0
P19838	P19838
P10909	Q96AJ1
P10909	Q53YK7
Q4LE28	Q14232
Q99490	P19174
O60383	Q13873
P22888	O14745
Q96FZ7	Q96H20
Q9NQX3	Q9NQX3
Q6I9R7	Q9NPJ4
Q9Y253	D3DW02
D3DVV8	P04004
Q9HB63	Q9UFG7
P28328	Q86TW5
P53708	D3DRY4
Q6FGR6	P53803
P25963	Q99759
O14908	Q7Z5C1
P28360	P14859
Q6FIF1	O95907
Q13114	D3DX67
Q9NWF9	P68036
A4F1W8	P21580
Q02413	Q02487
B3KRJ9	P98175
Q8WXD2	Q86T07
P53602	O14775
Q9UNN8	P04070
Q15544	Q15542
Q53ZY6	Q07444
Q4LE28	Q9Y2Y9
Q70IA6	Q15208
Q53XS4	O43707
C9JL99	P29074
Q13573	P06400
D3DTN0	D3DTN0
Q5JY77	Q53XJ8
O43186	Q99750
D3DVV8	P52655
P48745	Q8NBH6
P78527	Q86TF7
Q01113	P15248
Q9Y5Q9	Q92994
D3DTS0	P43034
P54198	P23759
Q15910	Q9Y2U9
B2RTR5	B2RTR5
O60716	O60716
Q9BUN8	Q96IF9
D3DVV8	D3DRL5
P18827	P10145
Q8N196	P09429
Q07817	Q99638
Q53QS9	Q13572
Q13546	Q13501
P24071	P24071
O00303	O00165
Q8NBH6	Q9Y3A3
Q59G71	Q8IYN9
Q4G0X8	P35251
Q9BPX1	Q9BPX1
P35240	Q86WV8
D3DWF0	Q15276
B3KU97	Q05C41
Q9BZR9	Q4JHT5
Q13572	A8K107
Q15596	Q969G3
D3DQY2	Q9BSD8
Q6PD56	D3DT23
B3KS52	P78348
Q59H88	D3DUR1
Q15208	Q15208
O43708	O43708
D3DNC4	Q5GJ64
P24071	A8MPS0
A8K4G2	O43914
Q53ZX0	Q53ZX0
Q9UBN7	Q01201
Q6N065	P11831
B3KS52	Q96RK0
Q9UBZ4	Q9Y2I6
Q9P084	P19174
Q14D22	Q6P1N0
Q96ST3	P12755
P60033	Q05516
Q05516	Q6I9R7
Q6IAT9	P22087
Q16548	Q07812
Q9NZR2	Q03405
Q5JR59	Q9NPA5
Q8N668	D3DTF2
Q12923	Q53ZZ1
Q9Y2K2	Q53ET0
Q7Z7C8	B3KMD8
Q99972	Q04721
Q59FC3	P19174
Q3LRW3	Q99547
Q8WWB3	Q8N6Y0
P56537	D3DWY5
P48357	A4D0Y8
Q53XR6	P28749
Q99590	P08621
Q96FF1	B9A6K1
P37231	Q15788
B1AHB0	Q13416
A1Z5I9	Q3LRW3
Q59F09	Q3LRW3
Q6FHD6	Q02223
B2RE76	B2RE76
Q9NXR7	Q9NWV8
Q8N542	Q9NP97
Q16478	Q6UWE0
Q9H1D9	A6H8Y1
Q63HP7	B3KPN7
O60678	D3DS49
Q8NBH6	Q13485
A8K9A6	Q9UNS2
D3DRP8	P16401
Q5IT36	Q6MZM7
P33991	P78396
Q6I9V2	P06576
Q9UNH7	D2JYI1
A8K107	Q9NRN7
O43715	O14727
Q8IYN9	B3KXA2
Q6FIE9	Q15038
Q6ICV4	O60383
O15018	D3DW42
O43390	Q16637
Q9Y294	Q13111
Q9BY84	P53779
P02686	D3DNQ4
Q5JY77	P07550
P05386	Q6ZRI6
Q6MZZ3	D3DXD6
P60228	Q5T7J1
B2R812	P37088
Q96EZ8	Q96BK5
Q08170	O14893
O94842	Q9H422
Q53YK7	Q06481
Q5T5H7	Q9UNE7
Q6ZVK8	O95544
Q9ULD2	Q9ULD2
Q5VU97	A0JLS3
O14746	P42345
Q8IYS3	P08047
Q16637	P22087
P78509	D3DRH6
P02679	P02675
Q9Y4A5	P01106
D3DSH6	P04150
Q5T9B9	D3DP85
A4D1B1	D3DUH1
P28223	Q504X9
Q14232	Q14232
D3DVV8	P00736
Q86SS6	Q86SS6
Q8WUM5	P09382
P54317	P04118
P55209	Q9BTV5
Q9Y5B0	P84090
P45973	B1AHC8
Q9NZG6	P17040
D3DNW6	Q6EEV4
Q86UN2	P23515
P31323	P31323
Q9NR33	P56282
Q16543	P31948
P61278	Q86YF2
Q13242	Q07021
Q92985	Q7Z434
Q96QT4	Q96QT4
Q9NS37	P51610
P98160	Q8NBH6
D3DRS0	O15116
B0LPF3	A4D0Q6
Q9NQC7	A8K107
Q9Y4Z0	P62304
Q9GZV1	Q3LRW3
Q92558	Q9Y2A7
Q53XR6	Q96GG9
Q03405	P23458
D3DX59	Q9BUF0
Q8TEY7	P40337
Q9NQS7	O15392
Q13501	Q96C06
O60566	P51587
P28749	Q9BUH8
Q96EB6	P16401
Q6IB63	Q6IB63
Q96NY6	P02818
B3KRJ9	D3DPT5
D3DWS0	P19235
B1AKZ4	Q13158
Q658U1	D3DUR1
D3DW21	O43719
D3DWM4	Q53XR6
Q9NPR5	P46087
Q5T5H7	Q01851
D3DRA0	O94985
Q96SB4	Q08170
Q7Z6G3	Q7Z6G3
Q9NRE1	P14780
Q9HC98	P23443
Q8TB90	Q8TB90
O15116	Q5T945
D3DVJ5	Q53QF9
Q9NQ25	Q9NQ25
Q13523	Q9H1D9
P55210	P49768
Q8WUM5	D3DNX6
O15169	P26232
P33993	P27694
Q9H9D4	Q9H9D4
Q8NCQ8	Q9Y6X6
Q9UNH7	P48357
O75376	O60907
Q3LRW3	Q9BSD8
Q86XT2	Q86XT2
Q13526	Q9GZR7
Q7Z3B3	Q8NHQ1
Q99547	P60866
A8K107	Q8TBE0
P55211	Q13075
O14618	O14618
Q5TCZ8	Q6IA69
P60033	P60033
Q9BTK6	Q6ZW49
P21675	Q6FG41
O43257	B0UXA9
Q93062	Q9BTL3
P07602	Q7L5N1
Q9UBP5	B6ECG9
Q96ST3	Q9Y6D9
A8K4G2	P30273
Q9Y6D9	Q9Y2J4
Q59FC3	P25098
Q9P2K8	Q13485
P21583	Q6IQ28
D3DUG1	Q96JH8
O60285	O43741
Q8N516	O43318
P53350	Q7L5D6
Q0VDD7	Q0VDD7
B2RNV3	D3DST0
D3DWB1	Q96QD9
P04075	P04075
O75530	P38570
Q6IN79	P40763
Q16520	O75971
Q15466	Q0VAC9
Q3KQU3	Q7L5N1
O43157	Q03164
O75553	P78509
Q5T2W1	Q8WTV0
Q96T51	P20338
Q96C06	Q92985
Q05086	Q3LRW3
P11473	P11473
D3DV04	D3DS25
D3DU69	P55854
D3DQG5	D3DWA3
P27701	B3KWG5
Q14155	A8K9S7
D1MGQ2	P60484
P55061	P55061
P42081	A0N0P2
Q53YD7	O95544
D3DNZ2	P14784
P42768	P21730
Q9Y3A3	D3DPJ2
O60494	P17931
P54259	Q5XG79
Q8N5D0	Q05DL5
O14965	Q6IN79
A8K3M3	P25963
Q14247	Q14247
Q7Z5W6	Q9Y3V7
D3DUY1	Q9GZY0
Q01844	Q05D28
Q9BUH8	P14373
Q05655	P17677
P55040	Q9P107
P43699	Q06710
Q5TBB8	Q8IYW5
B4E127	Q4LE28
Q00987	Q5T5H7
Q15831	Q5JPI2
Q5T2W1	Q92887
D3DV91	Q96FF1
Q4LE28	Q9UKD1
Q9UER7	Q9UER7
Q9Y566	O60241
A3RJH1	Q6IBN1
P23458	Q59F04
P37837	P37837
A4D0P7	Q99741
Q6IBV1	Q07817
Q8IUA4	Q07817
O60331	Q7Z5C1
B3KQ49	Q8N6Y0
Q13144	Q6IBR8
D3DQU0	B2RAH5
P11362	P13591
B3KU66	D3DR79
A8K107	Q92530
P33897	P33897
Q01101	Q6FI00
Q06710	Q53T66
D3DXD6	Q08378
Q99459	Q8NCQ8
P14784	A8K4G2
Q5RKV6	Q9UK45
D3DR00	Q96FF1
Q9NQT4	Q86VG2
Q09013	P54259
Q9H9H4	Q86VK0
P48960	D3DT84
Q5VUF1	Q15628
P50281	A8K6N0
A8K9A6	Q6ZVE6
P28223	Q16288
A8K107	Q9NYJ8
Q15910	Q12789
Q13546	P25445
P19878	D3DV37
D3DX43	Q53XR6
Q9H0D6	P56537
O43929	Q9UBD5
O43353	P08138
Q6ZVE6	Q16236
D3DUZ9	Q96JR6
Q14112	P98160
P17600	P17600
A8K107	P28908
Q4LE28	P11831
O75496	P31270
Q59GV3	Q01201
D3DRG2	Q04759
Q13422	D3DU69
P14859	B1AHC8
D3DUH9	Q9H2X0
P01024	P27918
O75381	O75381
Q86VE0	D3DNI4
P51948	Q86YV9
Q53YE2	P61764
Q6MZW8	B0UXA9
Q13526	B0UXA9
B0UXA9	Q16625
Q13868	Q9NQT4
Q05CV3	P01031
P02647	P04114
Q9GZV9	P78562
P24071	P11912
D3DPP3	P40763
O60500	O60500
Q6PJ06	Q3LRW3
Q9UKE5	A8K107
D3DTC0	Q13444
O15230	P50895
P09429	Q86TW5
Q8IV73	D3DTH6
P28676	P28676
P56199	D3DRY4
Q14247	B0LPF3
Q12802	Q5STP9
Q14790	P06400
P17676	P53567
A1L467	Q14247
O75925	Q9NUA2
Q16288	P19174
Q05DF2	O43719
Q9H9E1	Q7Z5C1
Q9NQL2	Q5VZM2
Q8NHS7	Q99689
Q05655	P35568
Q9UPD8	O43186
Q8WZ75	Q8WZ75
Q6MZM7	P19883
Q9UBD5	Q99741
D3DNU7	D3DP14
O43572	P31323
Q9H2V7	Q07817
O60925	Q9P2H0
Q96EZ8	Q9Y2W2
P35523	P35523
Q99750	Q5T6C5
Q9NSE2	P26951
P55884	P14784
Q9BUF0	Q9UBU7
Q96FF1	Q86Y13
Q15653	Q9GZS1
Q92851	Q92851
O14745	Q03431
Q9Y6Q6	A7MD36
Q13075	O43318
A8MT69	D3DU69
Q5R371	O43255
Q13442	P01127
P09326	Q13478
Q6IN79	Q6IN79
Q5SQS3	P04264
D3DVK1	D3DVU0
P08246	Q5IT36
Q92851	P15924
Q7Z7A1	Q15628
A8K6I5	A8K4G2
Q6ZWJ1	Q12846
P47901	P01185
Q53X90	Q6ICR7
A8K6M0	D3DU00
Q13526	Q9Y3Q8
Q9GZZ8	P14543
O60383	D3DP85
Q9UMD9	Q15149
Q13137	Q8TCX5
Q9P2R6	Q9BU62
Q8IYB3	D3DU97
Q9BRN4	Q6VY07
P14314	Q7L5D6
D3DPY8	Q99816
Q15631	B1APC6
Q96S59	Q96S59
D3DTZ0	P31321
Q9HCJ3	Q9BUQ0
D3DTN3	O14978
Q9NXU5	D3DWN2
Q05655	P40189
Q6FG41	Q8TAR1
Q549M8	Q549M8
A8K171	P35869
Q5RKV6	P20618
P07766	P40259
Q8WUH2	Q13485
B4DG66	Q3LRW3
P51809	Q12846
A8K0V9	Q9BUZ4
Q9UKW4	B0LPF3
Q9Y620	O75865
Q96ST3	D3DQ24
Q9UGU0	Q5T5H7
Q14181	Q8NAV1
O75409	P42858
P16152	Q13216
Q9NR12	Q9BVV2
O15145	Q96P48
Q96AJ1	Q9BW66
O00499	Q8IYN9
A1Z5I9	Q6IN79
O43772	Q9H910
Q53EL6	P62277
Q7Z5C1	P11684
Q05707	P16070
Q8IU60	Q14181
D3DPJ2	Q6ZSZ9
B3KNI7	Q9NRI5
P98160	P14543
Q2TNI1	D3DR16
O14920	D3DSR6
P61201	P10589
Q12866	Q13873
B3KS52	Q5T782
Q9Y2H0	D3DXB9
P43364	Q96JH8
P53350	Q6FIF1
Q96FF1	D3DTN9
D3DVV8	Q13351
Q9BUG9	P01137
Q01844	Q9BPW5
Q05C41	P78362
P01579	C1K3N5
Q9BZW8	O43561
Q92888	P16070
Q13485	B4DIA5
P53567	P49716
D3DNA3	P48357
P43403	Q8IWV1
P23443	O00418
P45973	Q8IYF1
O95551	D3DR16
Q8N516	D3DVI4
Q13009	P01106
P19235	B0LPF3
Q9UBD5	Q9UBD5
O60232	O75865
Q9H254	Q9NYQ7
Q9NWF9	P52594
Q6FHV6	Q5TZN3
O60674	B2R6C3
Q14790	D3DSD3
P52434	P24928
Q7Z3T9	P15692
D3DTX4	Q6MZM7
Q9BVJ6	Q05DP8
Q9Y5P6	Q9Y5P6
Q5RKV6	Q07021
O75553	D3DSD3
D3DQ97	Q15653
P25929	A4D158
Q53FC3	Q8NDC0
A8K6I5	P04150
D3DQ51	Q3LRW3
P14209	D3DTC0
P00167	P99999
D0VY79	P27540
P52434	P62875
Q12905	Q53YD7
Q86VN1	Q99816
Q6ICR7	Q59FG9
P06737	P06737
O95251	P06746
Q01826	P39880
Q9BUF0	P30876
P52298	D3DWQ2
Q53TN1	O00626
Q14D22	Q14D22
Q14632	P05113
O43353	Q13485
D3DVV8	Q6IAZ3
P14222	Q9GZR7
Q546S1	P08047
O95059	Q96B26
Q92496	Q92496
Q9Y6J9	O75558
Q969F0	Q8N6Y0
Q6FI00	P35251
Q9BRD5	O95084
O75182	Q9Y6D9
Q6FGX5	Q13011
P78346	O95707
O95628	D3DPG3
P02649	P02768
Q9ULX9	Q9ULX9
Q92985	Q14653
P35240	P16070
Q14520	P01042
Q9UJY5	Q99816
Q9UJ83	Q9UJ83
B3KRE0	P20936
Q8IZH2	Q9Y4Z0
Q8TEY7	Q9NY93
Q53S56	Q6MZM7
Q9UMX1	P08151
Q14566	Q9BWG6
P49848	P49848
O95707	O95707
Q59GW3	P13591
P54132	Q5GJ64
Q5STV3	Q5STV3
Q14566	P25786
A4D0W0	Q9UK45
Q15075	Q15075
Q7Z5C1	P02774
Q9UBE0	P55854
Q6ICS9	Q9NRN5
O96017	O60934
Q8N2H9	D3DX67
D3DT31	P49736
Q9Y5Z0	Q9Y5Z0
Q13009	P16070
Q13228	Q5T3J3
Q99459	Q7L590
P06400	Q6FG41
Q9BSW2	Q14134
P48637	P48637
P53567	Q68CJ9
O96006	Q53XM5
Q9UQ90	Q13263
Q9NWQ8	O14745
Q9Y5U5	Q13114
D3DTS0	D3DTH5
Q9BWF2	A8K107
Q53XR6	Q96FJ0
P26232	P19838
Q6ZVK8	Q9BPX1
B1AHB0	P25205
Q15648	P37231
Q15628	D3DUR1
Q05586	Q02156
Q10586	P49715
Q59FG9	P16070
A1L467	B0LPF3
P01135	P01135
P06401	Q9BX66
D3DPM5	Q86X94
Q96SD1	Q13315
P11473	Q00403
O75381	D3DVE7
D3DPR3	Q8NDC0
Q92583	P19320
O96006	Q9Y221
P01225	P01225
P09960	O15145
O95870	D3DPL6
Q7Z7C8	Q15542
Q8NEB1	Q7Z6J0
Q6FHC9	Q9H1D9
O94907	O75197
Q53X90	A0N0R2
Q13526	Q3LRW3
Q5VV67	Q5VV67
Q00403	Q04864
D3DRK2	Q53HE2
D3DPJ2	D3DTH6
P01579	P01579
O75629	P11717
O60383	Q16637
D2IYS0	P55211
D3DNK6	Q9H0D6
Q14686	P11387
Q8IVH8	O00499
Q96PK6	Q14686
B3KRJ9	Q4VC03
Q6MZU1	P17302
P49917	Q05D74
P46937	O14745
Q9HA31	B3KNK9
O43719	P08621
D3DX57	Q6EEV4
P05129	Q86UR1
Q9BTB0	A8K9S7
O00590	O15444
O15514	P19388
P24928	Q16637
P25445	B3KT07
Q9UER7	Q99683
Q5T7J1	Q5T765
Q59FC3	Q05DP8
O95622	O95622
Q5JY77	P08173
Q9BRG8	A8K3M3
Q6MZU1	Q6MZU1
B1AHB0	D3DQ34
Q8N1F8	Q13485
Q9UKX7	D3DTT3
Q96EY5	Q5JPT6
Q9ULX6	P42166
P15374	Q14CW9
Q16611	Q07817
Q9HD36	Q9HD36
O60500	D3DVK1
Q96QZ7	A0N0L5
Q9BXP5	Q8WUM5
Q9BVS9	A8K3Z8
Q02817	Q9Y4G2
P12314	P12314
Q9NX47	Q6LBS5
Q96IZ0	P19544
P78396	Q6FI05
Q3LRW3	P09429
Q99750	B3KTJ4
P15927	P40763
O00231	Q53YD7
Q06AH7	C1K3N3
Q86YN0	P02808
P53779	Q12789
O15018	Q9UQB3
O60674	A8K6I5
Q6UVK1	Q8IYN9
Q8N6Q3	B0FWH2
D3DPJ2	P52594
Q15223	Q53YK7
P43364	D3DW29
Q9UEW8	P02686
P27701	P15391
O15514	P62487
B3KWD0	B3KWD0
P40937	D3DW02
Q5T2W1	P13569
Q9Y282	Q9Y282
P49366	P49366
P01138	P04629
B2R6C3	D3DNW0
A8K107	Q9BQA5
O95197	Q8IUA4
P61218	P62487
Q96JY2	Q05C41
Q9Y467	Q8TAP6
Q01844	P49821
B3KUZ7	Q53Y06
A7E2E1	Q01201
O95059	D3DW70
Q15596	P37231
Q9H4B7	P33981
Q6MZZ3	B3KXA5
Q13867	Q13867
Q9BUH8	Q9NPA5
P13667	P04114
D3DTH5	P37840
Q9ULV5	Q9ULV5
O00165	Q53QF9
Q13237	Q6P2N0
P02549	Q9UI08
P49366	Q6ZVK8
Q13190	Q5T3J3
A4D0U1	Q5VY90
Q6PJ06	P26232
Q13523	Q6ICS9
Q9Y5K6	P52907
Q9BTB0	D3DTH6
Q9H3D4	Q9H3D4
Q96D46	B3KWD0
Q53XL1	Q5T3J3
O14746	B3KM80
Q03701	Q3LRW3
Q5STJ7	Q9UMR2
O00623	B4DZ45
Q6MZZ3	O15020
Q969H0	Q96FE5
O75528	Q3LRW3
O60674	A8K881
O15522	O15522
D3DUY1	Q9H4D5
Q6FGG1	Q16637
A0AVP6	A0AVP6
Q6NTA2	Q8NG27
Q8TB90	P63092
P51948	Q7L5N1
Q8TAA9	P27701
P15927	P05386
B2RAR6	B2RAR6
P27701	Q9P2B2
Q53XS4	Q6NSJ8
Q05655	P98082
Q9Y3C0	Q9Y383
Q9UKY1	Q3LRW3
Q13309	Q5T178
D3DUT4	D3DUT4
P00734	D3DX34
P06401	O75925
O15304	P26842
Q9NYV6	Q9H9Y6
P40938	P35251
B2R4R0	P06454
O95619	Q9H836
O14920	P21580
Q14632	O60674
B0LPF3	Q5JPT6
C9JL99	P62316
Q15583	Q5T3J3
Q9Y237	Q9H1I8
Q9UQ80	Q96ST3
B3KXA5	P42345
Q5QPD8	D3DR04
P02766	Q99689
Q08116	Q9NZC3
A1L3Y3	P08F94
Q92956	Q658U1
P07498	P05814
P49815	Q6I9V6
D3DP62	Q9P1A6
Q5SXM2	P14859
P43088	P34995
Q7Z7C8	Q15544
O00459	O14512
Q05DA5	Q05DA5
D3DRU7	Q9Y3M9
Q9BQY4	Q9BQY4
P13686	Q05516
Q6NX55	D3DPY8
Q9Y294	Q13112
P41134	P55036
O95721	Q96LR2
Q9Y5V3	Q9NRC8
P52434	P52434
O95931	A8JZZ0
D3DPB5	Q7LBY6
O60674	P35568
Q12934	Q13515
P51693	Q99547
O43633	Q13144
Q8WUM0	P52948
A2RUM7	D3DTT3
Q05D28	Q9UJY5
Q9P2T0	P48643
P38432	Q96KG9
B3KW70	P35556
D3DRE4	D3DS31
Q6NUQ1	O43264
Q86VN1	Q96FZ7
O43752	Q15075
Q9H4I2	Q9H4I2
P35227	Q99496
Q13009	Q05655
O96007	Q53Z07
Q13352	Q9GZR7
Q6FGR6	Q96AQ3
Q9Y2W2	O60828
Q54AC4	D3DQX0
P17676	P04150
P28749	P49715
Q86XR7	D3DNW0
P21980	P31151
Q09161	O75150
Q9UNP9	Q03164
Q6ZP82	Q9NRI5
Q86TJ9	P25098
Q92535	Q9BRB3
Q8WXI2	Q6MZU1
Q05586	D3DU00
Q13835	P15924
O00214	D3DRY4
Q9P287	P51587
Q3LRW3	D3DN84
O00165	Q14247
Q59F04	A8K6I5
P53779	Q6IBN1
Q6FIE9	Q96C06
Q9Y294	P21675
Q15467	Q5VWC9
Q6QNY1	D3DV56
Q5RKV6	Q8IZ52
Q8TF68	Q96AF9
P15509	Q6IQ28
D3DPP3	Q4LE28
A8K3Z8	P02686
Q9BTI0	B3KNI7
Q9NP98	Q59H94
O75494	P08621
Q8IYI6	Q8N6Y0
P42345	P23443
D3DT31	A4D0P7
D3DPM5	O00268
A0N0P2	A0N0P2
Q05586	Q6MZU1
O60383	D3DV37
B4E120	Q547Q3
Q7LA65	Q9BZS1
Q5JY77	Q9BTY7
Q96G78	Q9Y5T5
B3KNJ5	P28360
Q59FP9	O14965
P10244	Q6FI00
Q6FHQ0	P06400
B3KNI7	Q9UIS9
Q06AH7	P24592
Q92870	Q13485
P22888	P01233
Q9H900	P50748
Q4W5J1	Q9NPF4
Q13291	Q13291
O96017	Q6IN79
P68036	Q6IN79
Q92851	B3KT21
Q15555	Q15555
P28222	P28222
A7E2E1	P52630
Q8N5A0	P47813
O75469	O75469
Q7LBY6	O14920
P18583	B1AK66
O14654	O14512
Q6P4R8	P19838
Q9BVJ6	Q8NHQ1
Q9UQL6	P15976
P78537	P78537
P27540	P35869
D3DPJ2	O60641
